relative_path,scene_type,continent,label_name,lat_bin,lon_bin
outdoor-Americas\shard0_22186.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_47861.jpg,outdoor,Americas,outdoor-Americas,10,8
outdoor-Americas\shard0_09440.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_13554.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_44557.jpg,outdoor,Americas,outdoor-Americas,5,10
outdoor-Americas\shard0_45554.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_41371.jpg,outdoor,Americas,outdoor-Americas,5,11
outdoor-Americas\shard0_46573.jpg,outdoor,Americas,outdoor-Americas,5,11
outdoor-Americas\shard0_21139.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_44244.jpg,outdoor,Americas,outdoor-Americas,4,11
outdoor-Americas\shard0_46627.jpg,outdoor,Americas,outdoor-Americas,7,11
outdoor-Americas\shard0_05353.jpg,outdoor,Americas,outdoor-Americas,10,9
outdoor-Americas\shard0_21549.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_42935.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_08590.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_11828.jpg,outdoor,Americas,outdoor-Americas,8,10
outdoor-Americas\shard0_45382.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_41678.jpg,outdoor,Americas,outdoor-Americas,3,10
outdoor-Americas\shard0_43831.jpg,outdoor,Americas,outdoor-Americas,4,11
outdoor-Americas\shard0_42383.jpg,outdoor,Americas,outdoor-Americas,9,10
outdoor-Americas\shard0_12271.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_42890.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_13858.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_14099.jpg,outdoor,Americas,outdoor-Americas,11,9
outdoor-Americas\shard0_46673.jpg,outdoor,Americas,outdoor-Americas,14,7
outdoor-Americas\shard0_15743.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_11763.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_46817.jpg,outdoor,Americas,outdoor-Americas,7,14
outdoor-Americas\shard0_42887.jpg,outdoor,Americas,outdoor-Americas,6,11
outdoor-Americas\shard0_03505.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_19320.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_48962.jpg,outdoor,Americas,outdoor-Americas,6,11
outdoor-Americas\shard0_23201.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_47285.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_19055.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_05556.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_29212.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_23191.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_15197.jpg,outdoor,Americas,outdoor-Americas,12,8
outdoor-Americas\shard0_02258.jpg,outdoor,Americas,outdoor-Americas,10,9
outdoor-Americas\shard0_15799.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_00111.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_20586.jpg,outdoor,Americas,outdoor-Americas,12,8
outdoor-Americas\shard0_42849.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_11207.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_06490.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_11554.jpg,outdoor,Americas,outdoor-Americas,10,10
outdoor-Americas\shard0_05840.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_42472.jpg,outdoor,Americas,outdoor-Americas,5,12
outdoor-Americas\shard0_48608.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_18071.jpg,outdoor,Americas,outdoor-Americas,10,11
outdoor-Americas\shard0_05434.jpg,outdoor,Americas,outdoor-Americas,7,14
outdoor-Americas\shard0_11392.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_03275.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_01784.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_46277.jpg,outdoor,Americas,outdoor-Americas,16,15
outdoor-Americas\shard0_47362.jpg,outdoor,Americas,outdoor-Americas,4,10
outdoor-Americas\shard0_12738.jpg,outdoor,Americas,outdoor-Americas,8,10
outdoor-Americas\shard0_05196.jpg,outdoor,Americas,outdoor-Americas,13,8
outdoor-Americas\shard0_42065.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_17816.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_45577.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_24790.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_42999.jpg,outdoor,Americas,outdoor-Americas,12,7
outdoor-Americas\shard0_11074.jpg,outdoor,Americas,outdoor-Americas,12,8
outdoor-Americas\shard0_25757.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_45219.jpg,outdoor,Americas,outdoor-Americas,5,12
outdoor-Americas\shard0_12155.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_44066.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_01323.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_04579.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_44088.jpg,outdoor,Americas,outdoor-Americas,7,12
outdoor-Americas\shard0_20902.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_11155.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_45396.jpg,outdoor,Americas,outdoor-Americas,7,14
outdoor-Americas\shard0_12799.jpg,outdoor,Americas,outdoor-Americas,5,10
outdoor-Americas\shard0_08364.jpg,outdoor,Americas,outdoor-Americas,12,8
outdoor-Americas\shard0_49219.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_44884.jpg,outdoor,Americas,outdoor-Americas,5,12
outdoor-Americas\shard0_02204.jpg,outdoor,Americas,outdoor-Americas,13,11
outdoor-Americas\shard0_48275.jpg,outdoor,Americas,outdoor-Americas,6,11
outdoor-Americas\shard0_41696.jpg,outdoor,Americas,outdoor-Americas,7,10
outdoor-Americas\shard0_02454.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_49138.jpg,outdoor,Americas,outdoor-Americas,7,10
outdoor-Americas\shard0_28764.jpg,outdoor,Americas,outdoor-Americas,10,11
outdoor-Americas\shard0_16036.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_07652.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_44727.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_23204.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_02034.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_13917.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_18079.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_12700.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_10065.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_19919.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_45708.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_27218.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_26270.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_42136.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_12956.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_47401.jpg,outdoor,Americas,outdoor-Americas,7,10
outdoor-Americas\shard0_13151.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_08551.jpg,outdoor,Americas,outdoor-Americas,5,10
outdoor-Americas\shard0_14195.jpg,outdoor,Americas,outdoor-Americas,5,12
outdoor-Americas\shard0_44335.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_47429.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_17134.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_43529.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_25822.jpg,outdoor,Americas,outdoor-Americas,7,11
outdoor-Americas\shard0_45584.jpg,outdoor,Americas,outdoor-Americas,5,11
outdoor-Americas\shard0_11243.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_01604.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_05907.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_17581.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_00487.jpg,outdoor,Americas,outdoor-Americas,13,7
outdoor-Americas\shard0_10941.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_21737.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_07109.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_08838.jpg,outdoor,Americas,outdoor-Americas,13,8
outdoor-Americas\shard0_18948.jpg,outdoor,Americas,outdoor-Americas,13,7
outdoor-Americas\shard0_44466.jpg,outdoor,Americas,outdoor-Americas,5,11
outdoor-Americas\shard0_44045.jpg,outdoor,Americas,outdoor-Americas,4,11
outdoor-Americas\shard0_29813.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_09697.jpg,outdoor,Americas,outdoor-Americas,4,10
outdoor-Americas\shard0_49229.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_45628.jpg,outdoor,Americas,outdoor-Americas,7,11
outdoor-Americas\shard0_10371.jpg,outdoor,Americas,outdoor-Americas,4,10
outdoor-Americas\shard0_02400.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_45556.jpg,outdoor,Americas,outdoor-Americas,5,11
outdoor-Americas\shard0_46955.jpg,outdoor,Americas,outdoor-Americas,6,11
outdoor-Americas\shard0_04341.jpg,outdoor,Americas,outdoor-Americas,13,8
outdoor-Americas\shard0_23929.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_06372.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_02208.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_19186.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_48490.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_06493.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_16816.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_11544.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_48229.jpg,outdoor,Americas,outdoor-Americas,5,12
outdoor-Americas\shard0_08341.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_06591.jpg,outdoor,Americas,outdoor-Americas,12,8
outdoor-Americas\shard0_16772.jpg,outdoor,Americas,outdoor-Americas,11,9
outdoor-Americas\shard0_49134.jpg,outdoor,Americas,outdoor-Americas,5,12
outdoor-Americas\shard0_29552.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_11274.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_28201.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_08099.jpg,outdoor,Americas,outdoor-Americas,14,6
outdoor-Americas\shard0_18595.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_13083.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_00194.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_19436.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_23944.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_41442.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_01925.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_11776.jpg,outdoor,Americas,outdoor-Americas,7,10
outdoor-Americas\shard0_21516.jpg,outdoor,Americas,outdoor-Americas,11,9
outdoor-Americas\shard0_49074.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_15516.jpg,outdoor,Americas,outdoor-Americas,12,7
outdoor-Americas\shard0_43272.jpg,outdoor,Americas,outdoor-Americas,8,11
outdoor-Americas\shard0_17344.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_08295.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_48173.jpg,outdoor,Americas,outdoor-Americas,6,11
outdoor-Americas\shard0_03788.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_20870.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_49122.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_45078.jpg,outdoor,Americas,outdoor-Americas,9,12
outdoor-Americas\shard0_15726.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_49010.jpg,outdoor,Americas,outdoor-Americas,3,10
outdoor-Americas\shard0_26189.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_28427.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_01732.jpg,outdoor,Americas,outdoor-Americas,13,6
outdoor-Americas\shard0_00768.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_23478.jpg,outdoor,Americas,outdoor-Americas,3,10
outdoor-Americas\shard0_24279.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_00939.jpg,outdoor,Americas,outdoor-Americas,13,6
outdoor-Americas\shard0_29103.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_46190.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_12320.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_04586.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_47140.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_14377.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_28319.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_01935.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_13037.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_08497.jpg,outdoor,Americas,outdoor-Americas,5,11
outdoor-Americas\shard0_46451.jpg,outdoor,Americas,outdoor-Americas,4,11
outdoor-Americas\shard0_03479.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_06740.jpg,outdoor,Americas,outdoor-Americas,13,8
outdoor-Americas\shard0_45205.jpg,outdoor,Americas,outdoor-Americas,10,8
outdoor-Americas\shard0_00938.jpg,outdoor,Americas,outdoor-Americas,11,9
outdoor-Americas\shard0_04981.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_22371.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_29942.jpg,outdoor,Americas,outdoor-Americas,5,10
outdoor-Americas\shard0_09849.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_17241.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_46526.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_18463.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_18547.jpg,outdoor,Americas,outdoor-Americas,11,2
outdoor-Americas\shard0_26069.jpg,outdoor,Americas,outdoor-Americas,10,9
outdoor-Americas\shard0_48333.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_09533.jpg,outdoor,Americas,outdoor-Americas,16,11
outdoor-Americas\shard0_41807.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_25376.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_25360.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_11530.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_07356.jpg,outdoor,Americas,outdoor-Americas,8,14
outdoor-Americas\shard0_20641.jpg,outdoor,Americas,outdoor-Americas,4,10
outdoor-Americas\shard0_10198.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_45302.jpg,outdoor,Americas,outdoor-Americas,4,10
outdoor-Americas\shard0_00652.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_45229.jpg,outdoor,Americas,outdoor-Americas,7,14
outdoor-Americas\shard0_28153.jpg,outdoor,Americas,outdoor-Americas,10,9
outdoor-Americas\shard0_12873.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_41056.jpg,outdoor,Americas,outdoor-Americas,5,10
outdoor-Americas\shard0_23749.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_21482.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_16800.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_18226.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_45796.jpg,outdoor,Americas,outdoor-Americas,4,11
outdoor-Americas\shard0_43758.jpg,outdoor,Americas,outdoor-Americas,4,10
outdoor-Americas\shard0_42891.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_19982.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_23645.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_11136.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_28171.jpg,outdoor,Americas,outdoor-Americas,7,14
outdoor-Americas\shard0_10557.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_18319.jpg,outdoor,Americas,outdoor-Americas,13,8
outdoor-Americas\shard0_22125.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_46088.jpg,outdoor,Americas,outdoor-Americas,14,10
outdoor-Americas\shard0_41924.jpg,outdoor,Americas,outdoor-Americas,6,11
outdoor-Americas\shard0_41181.jpg,outdoor,Americas,outdoor-Americas,5,11
outdoor-Americas\shard0_41344.jpg,outdoor,Americas,outdoor-Americas,5,11
outdoor-Americas\shard0_18827.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_27269.jpg,outdoor,Americas,outdoor-Americas,13,8
outdoor-Americas\shard0_45495.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_03713.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_04141.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_20074.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_46418.jpg,outdoor,Americas,outdoor-Americas,10,8
outdoor-Americas\shard0_45704.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_18359.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_48681.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_03291.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_11840.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_25729.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_17559.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_14013.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_27258.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_17015.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_41876.jpg,outdoor,Americas,outdoor-Americas,7,12
outdoor-Americas\shard0_47215.jpg,outdoor,Americas,outdoor-Americas,7,10
outdoor-Americas\shard0_49121.jpg,outdoor,Americas,outdoor-Americas,4,11
outdoor-Americas\shard0_09149.jpg,outdoor,Americas,outdoor-Americas,7,10
outdoor-Americas\shard0_02269.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_48971.jpg,outdoor,Americas,outdoor-Americas,10,8
outdoor-Americas\shard0_12596.jpg,outdoor,Americas,outdoor-Americas,13,8
outdoor-Americas\shard0_46172.jpg,outdoor,Americas,outdoor-Americas,10,7
outdoor-Americas\shard0_46765.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_11398.jpg,outdoor,Americas,outdoor-Americas,7,10
outdoor-Americas\shard0_27453.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_14027.jpg,outdoor,Americas,outdoor-Americas,13,6
outdoor-Americas\shard0_24037.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_47147.jpg,outdoor,Americas,outdoor-Americas,7,12
outdoor-Americas\shard0_05649.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_48123.jpg,outdoor,Americas,outdoor-Americas,5,12
outdoor-Americas\shard0_44184.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_43195.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_04530.jpg,outdoor,Americas,outdoor-Americas,10,11
outdoor-Americas\shard0_20658.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_03277.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_15496.jpg,outdoor,Americas,outdoor-Americas,13,8
outdoor-Americas\shard0_47977.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_08687.jpg,outdoor,Americas,outdoor-Americas,8,9
outdoor-Americas\shard0_28308.jpg,outdoor,Americas,outdoor-Americas,9,10
outdoor-Americas\shard0_01444.jpg,outdoor,Americas,outdoor-Americas,11,2
outdoor-Americas\shard0_06898.jpg,outdoor,Americas,outdoor-Americas,11,9
outdoor-Americas\shard0_20090.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_23267.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_29387.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_45905.jpg,outdoor,Americas,outdoor-Americas,6,11
outdoor-Americas\shard0_03041.jpg,outdoor,Americas,outdoor-Americas,13,11
outdoor-Americas\shard0_14885.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_15146.jpg,outdoor,Americas,outdoor-Americas,7,14
outdoor-Americas\shard0_28414.jpg,outdoor,Americas,outdoor-Americas,12,6
outdoor-Americas\shard0_02352.jpg,outdoor,Americas,outdoor-Americas,10,8
outdoor-Americas\shard0_10295.jpg,outdoor,Americas,outdoor-Americas,10,8
outdoor-Americas\shard0_13722.jpg,outdoor,Americas,outdoor-Americas,5,11
outdoor-Americas\shard0_23823.jpg,outdoor,Americas,outdoor-Americas,12,5
outdoor-Americas\shard0_13963.jpg,outdoor,Americas,outdoor-Americas,12,8
outdoor-Americas\shard0_47374.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_42719.jpg,outdoor,Americas,outdoor-Americas,6,12
outdoor-Americas\shard0_29145.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_28853.jpg,outdoor,Americas,outdoor-Americas,11,9
outdoor-Americas\shard0_19464.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_04608.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_13127.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_08051.jpg,outdoor,Americas,outdoor-Americas,12,8
outdoor-Americas\shard0_14015.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_01696.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_06005.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_44678.jpg,outdoor,Americas,outdoor-Americas,11,7
outdoor-Americas\shard0_21026.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_24261.jpg,outdoor,Americas,outdoor-Americas,13,8
outdoor-Americas\shard0_41700.jpg,outdoor,Americas,outdoor-Americas,5,10
outdoor-Americas\shard0_06660.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_07683.jpg,outdoor,Americas,outdoor-Americas,13,5
outdoor-Americas\shard0_18410.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_46043.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_10095.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_07192.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_06397.jpg,outdoor,Americas,outdoor-Americas,12,9
outdoor-Americas\shard0_42478.jpg,outdoor,Americas,outdoor-Americas,6,11
outdoor-Americas\shard0_47979.jpg,outdoor,Americas,outdoor-Americas,7,12
outdoor-Americas\shard0_07741.jpg,outdoor,Americas,outdoor-Americas,13,8
outdoor-Americas\shard0_17670.jpg,outdoor,Americas,outdoor-Americas,10,11
outdoor-Americas\shard0_45032.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_06865.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_11750.jpg,outdoor,Americas,outdoor-Americas,14,7
outdoor-Americas\shard0_42787.jpg,outdoor,Americas,outdoor-Americas,7,13
outdoor-Americas\shard0_47107.jpg,outdoor,Americas,outdoor-Americas,6,11
outdoor-Americas\shard0_05928.jpg,outdoor,Americas,outdoor-Americas,5,11
outdoor-Americas\shard0_03679.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_05047.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_17474.jpg,outdoor,Americas,outdoor-Americas,11,8
outdoor-Americas\shard0_17453.jpg,outdoor,Americas,outdoor-Americas,13,9
outdoor-Americas\shard0_47653.jpg,outdoor,Americas,outdoor-Americas,7,11
outdoor-Americas\shard0_01882.jpg,outdoor,Americas,outdoor-Americas,13,10
outdoor-Americas\shard0_07842.jpg,outdoor,Americas,outdoor-Americas,12,10
outdoor-Americas\shard0_15462.jpg,outdoor,Americas,outdoor-Americas,12,7
outdoor-Americas\shard0_47194.jpg,outdoor,Americas,outdoor-Americas,6,13
outdoor-Americas\shard0_47978.jpg,outdoor,Americas,outdoor-Americas,14,8
